team,year,win,games_played,win_pct,points_scored,points_allowed,point_diff,rank,points
Pittsburgh,2015,8,13,0.6153846153846154,367,339,28,32,196.04
Pittsburgh,2016,8,13,0.6153846153846154,532,458,74,44,187.66
Pittsburgh,2017,5,12,0.4166666666666667,287,319,-32,46,183.18
Pittsburgh,2018,7,14,0.5,359,389,-30,30,209.23
Pittsburgh,2019,8,13,0.6153846153846154,275,292,-17,37,202.12
Pittsburgh,2020,6,11,0.5454545454545454,319,270,49,47,193.19
Pittsburgh,2021,11,14,0.7857142857142857,580,331,249,58,181.53
Pittsburgh,2022,9,13,0.6923076923076923,407,316,91,44,192.65
Pittsburgh,2023,3,12,0.25,242,328,-86,26,210.45
Portland State,2015,9,12,0.75,411,268,143,202,6.81
Portland State,2016,2,10,0.2,322,403,-81,133,63.88
Portland State,2017,0,11,0.0,256,473,-217,202,13.29
Portland State,2018,4,11,0.3636363636363636,302,398,-96,167,46.18
Portland State,2019,5,12,0.4166666666666667,416,360,56,173,37.83
Portland State,2020,0,1,0.0,7,48,-41,190,16.74
Portland State,2021,5,11,0.4545454545454545,303,325,-22,110,132.85
Portland State,2022,4,11,0.3636363636363636,282,407,-125,161,41.99
Portland State,2023,5,11,0.4545454545454545,372,359,13,191,7.3
Prairie View A&M,2016,7,11,0.6363636363636364,360,343,17,223,7.93
Prairie View A&M,2017,6,11,0.5454545454545454,330,275,55,187,18.14
Prairie View A&M,2018,5,11,0.4545454545454545,368,297,71,188,29.53
Prairie View A&M,2019,6,11,0.5454545454545454,391,306,85,180,33.37
Prairie View A&M,2020,2,3,0.6666666666666666,68,65,3,178,22.85
Prairie View A&M,2021,7,12,0.5833333333333334,305,315,-10,191,30.85
Prairie View A&M,2023,6,12,0.5,234,374,-140,165,14.18
Presbyterian,2015,2,11,0.1818181818181818,138,223,-85,187,9.99
Presbyterian,2016,2,11,0.1818181818181818,98,340,-242,199,12.63
Presbyterian,2017,4,11,0.3636363636363636,182,325,-143,188,16.93
Presbyterian,2018,2,10,0.2,142,296,-154,215,17.72
Princeton,2016,8,10,0.8,346,164,182,149,30.57
Princeton,2017,5,10,0.5,382,265,117,152,35.28
Princeton,2018,10,10,1.0,470,130,340,173,42.21
Princeton,2019,8,10,0.8,322,181,141,155,56.04
Princeton,2021,9,10,0.9,334,174,160,130,115.29
Princeton,2022,8,10,0.8,278,135,143,124,129.51
Princeton,2023,5,10,0.5,190,168,22,130,69.11
Purdue,2015,2,12,0.1666666666666666,301,438,-137,61,162.05
Purdue,2016,3,12,0.25,295,459,-164,70,156.02
Purdue,2017,7,13,0.5384615384615384,328,267,61,67,162.85
Purdue,2018,6,13,0.4615384615384615,397,390,7,80,145.09
Purdue,2019,4,12,0.3333333333333333,310,367,-57,72,158.89
Purdue,2020,2,6,0.3333333333333333,163,179,-16,52,188.31
Purdue,2021,9,13,0.6923076923076923,378,291,87,25,224.72
Purdue,2022,8,14,0.5714285714285714,372,383,-11,33,208.38
Purdue,2023,4,12,0.3333333333333333,287,365,-78,72,159.72
Rhode Island,2015,1,11,0.0909090909090909,145,329,-184,215,0.0
Rhode Island,2016,2,11,0.1818181818181818,185,400,-215,176,17.0
Rhode Island,2017,3,11,0.2727272727272727,222,300,-78,174,25.89
Rhode Island,2018,6,11,0.5454545454545454,333,310,23,168,46.14
Rhode Island,2020,2,3,0.6666666666666666,78,82,-4,203,12.15
Rhode Island,2021,7,11,0.6363636363636364,277,279,-2,210,20.03
Rhode Island,2022,7,11,0.6363636363636364,337,293,44,152,57.83
Rhode Island,2023,6,11,0.5454545454545454,318,306,12,186,8.92
Rice,2015,5,12,0.4166666666666667,313,430,-117,91,123.22
Rice,2016,3,12,0.25,303,448,-145,91,117.7
Rice,2017,1,12,0.0833333333333333,195,429,-234,101,120.11
Rice,2018,2,13,0.1538461538461538,246,468,-222,129,93.86
Rice,2019,3,12,0.25,215,311,-96,122,101.12
Rice,2020,2,5,0.4,117,94,23,112,120.42
Rice,2021,4,12,0.3333333333333333,258,434,-176,111,132.03
Rice,2022,5,13,0.3846153846153846,328,444,-116,93,147.7
Rice,2023,6,13,0.4615384615384615,384,365,19,93,141.39
Richmond,2015,10,14,0.7142857142857143,462,344,118,144,29.99
Richmond,2016,10,14,0.7142857142857143,401,328,73,170,19.26
Richmond,2017,6,11,0.5454545454545454,340,272,68,195,15.69
Richmond,2018,4,11,0.3636363636363636,243,359,-116,152,57.89
Richmond,2019,5,12,0.4166666666666667,275,333,-58,200,22.7
Richmond,2020,3,4,0.75,96,68,28,221,8.42
Richmond,2021,6,11,0.5454545454545454,264,220,44,177,35.42
Richmond,2022,9,13,0.6923076923076923,407,261,146,229,9.98
Robert Morris,2015,4,11,0.3636363636363636,154,238,-84,216,0.0
Robert Morris,2016,2,11,0.1818181818181818,122,266,-144,211,9.95
Robert Morris,2017,2,11,0.1818181818181818,112,331,-219,197,14.96
Robert Morris,2018,2,11,0.1818181818181818,271,478,-207,204,21.06
Rutgers,2015,4,12,0.3333333333333333,325,419,-94,48,180.79
Rutgers,2016,2,12,0.1666666666666666,188,450,-262,56,174.14
Rutgers,2017,4,12,0.3333333333333333,216,340,-124,56,172.19
Rutgers,2018,1,12,0.0833333333333333,162,377,-215,64,163.8
Rutgers,2019,2,12,0.1666666666666666,159,440,-281,42,189.01
Rutgers,2020,3,9,0.3333333333333333,240,289,-49,56,184.28
Rutgers,2021,5,13,0.3846153846153846,256,333,-77,64,174.33
Rutgers,2022,4,12,0.3333333333333333,209,351,-142,64,170.14
Rutgers,2023,7,13,0.5384615384615384,302,276,26,41,191.67
SE Louisiana,2015,4,11,0.3636363636363636,221,240,-19,169,17.21
SE Louisiana,2016,7,11,0.6363636363636364,319,328,-9,185,14.95
SE Louisiana,2017,6,11,0.5454545454545454,383,282,101,175,24.51
SE Louisiana,2018,4,11,0.3636363636363636,281,369,-88,175,40.99
SE Louisiana,2019,8,13,0.6153846153846154,476,382,94,232,9.03
SE Louisiana,2020,4,7,0.5714285714285714,277,255,22,209,11.11
SE Louisiana,2021,9,13,0.6923076923076923,586,425,161,192,30.71
SE Louisiana,2022,9,13,0.6923076923076923,459,338,121,173,34.04
SMU,2015,2,12,0.1666666666666666,333,548,-215,72,148.4
SMU,2016,5,12,0.4166666666666667,332,435,-103,80,128.23
SMU,2017,7,13,0.5384615384615384,492,477,15,81,142.99
SMU,2018,5,12,0.4166666666666667,365,423,-58,75,152.27
SMU,2019,10,13,0.7692307692307693,544,434,110,80,140.4
SMU,2020,7,10,0.7,386,309,77,87,151.67
SMU,2021,8,12,0.6666666666666666,461,341,120,68,167.28
SMU,2022,7,13,0.5384615384615384,484,440,44,81,156.95
SMU,2023,11,14,0.7857142857142857,542,249,293,53,181.61
Sacramento State,2015,2,11,0.1818181818181818,216,368,-152,142,31.16
Sacramento State,2016,2,10,0.2,237,402,-165,227,6.67
Sacramento State,2017,7,11,0.6363636363636364,414,327,87,231,6.67
Sacramento State,2019,9,13,0.6923076923076923,464,292,172,183,31.33
Sacramento State,2021,9,12,0.75,364,229,135,193,29.38
Sacramento State,2022,12,13,0.9230769230769232,558,337,221,137,89.88
Sacramento State,2023,8,13,0.6153846153846154,397,354,43,161,16.08
Sacred Heart,2018,7,11,0.6363636363636364,309,243,66,231,12.5
Sacred Heart,2019,7,12,0.5833333333333334,295,267,28,251,5.92
Sacred Heart,2020,2,4,0.5,98,65,33,182,19.08
Sam Houston,2015,10,14,0.7142857142857143,582,393,189,164,20.96
Sam Houston,2016,12,13,0.9230769230769232,644,386,258,193,13.29
Sam Houston,2017,12,14,0.8571428571428571,606,437,169,168,29.96
Sam Houston,2018,6,11,0.5454545454545454,330,309,21,140,69.3
Sam Houston,2019,7,12,0.5833333333333334,383,213,170,145,69.78
Sam Houston,2020,10,10,1.0,375,196,179,173,25.16
Sam Houston,2021,11,12,0.9166666666666666,492,257,235,163,48.49
Sam Houston,2022,5,9,0.5555555555555556,165,187,-22,184,26.54
Sam Houston,2023,3,12,0.25,240,314,-74,167,13.67
Samford,2015,6,11,0.5454545454545454,381,294,87,133,46.1
Samford,2016,7,12,0.5833333333333334,421,327,94,144,34.42
Samford,2017,8,12,0.6666666666666666,336,267,69,143,37.8
Samford,2018,6,11,0.5454545454545454,423,290,133,146,64.62
Samford,2019,5,12,0.4166666666666667,387,453,-66,203,21.72
Samford,2020,4,7,0.5714285714285714,282,191,91,195,15.4
Samford,2021,4,11,0.3636363636363636,417,434,-17,213,18.9
Samford,2022,11,13,0.8461538461538461,420,328,92,196,21.2
Samford,2023,6,11,0.5454545454545454,319,267,52,148,28.48
San Diego,2018,9,12,0.75,454,350,104,205,20.91
San Diego,2019,9,12,0.75,462,271,191,246,6.67
San Diego,2021,7,11,0.6363636363636364,283,277,6,198,27.37
San Diego,2022,5,11,0.4545454545454545,279,210,69,182,27.65
San Diego,2023,4,11,0.3636363636363636,253,277,-24,184,9.32
San Diego State,2015,11,14,0.7857142857142857,450,230,220,69,151.17
San Diego State,2016,11,14,0.7857142857142857,493,283,210,73,147.92
San Diego State,2017,10,13,0.7692307692307693,400,263,137,70,161.96
San Diego State,2018,7,13,0.5384615384615384,268,288,-20,82,141.93
San Diego State,2019,10,13,0.7692307692307693,276,165,111,77,149.69
San Diego State,2020,4,8,0.5,197,142,55,79,159.56
San Diego State,2021,12,14,0.8571428571428571,383,277,106,91,149.19
San Diego State,2022,7,13,0.5384615384615384,279,267,12,104,142.57
San Diego State,2023,4,12,0.3333333333333333,246,321,-75,62,169.98
San José State,2015,6,13,0.4615384615384615,363,354,9,123,83.62
San José State,2016,4,12,0.3333333333333333,293,416,-123,83,124.98
San José State,2017,2,13,0.1538461538461538,206,542,-336,62,167.14
San José State,2018,1,12,0.0833333333333333,255,439,-184,84,137.84
San José State,2019,5,12,0.4166666666666667,361,383,-22,98,122.11
San José State,2020,7,8,0.875,229,159,70,94,140.86
San José State,2021,5,12,0.4166666666666667,240,318,-78,118,127.53
San José State,2022,7,12,0.5833333333333334,329,264,65,114,137.42
San José State,2023,7,13,0.5384615384615384,414,333,81,120,112.81
Savannah St,2016,3,10,0.3,143,308,-165,187,14.24
Savannah St,2017,3,11,0.2727272727272727,214,347,-133,263,0.0
Savannah St,2018,2,10,0.2,134,293,-159,202,24.24
Savannah St,2019,0,2,0.0,36,66,-30,162,49.86
Savannah St,2020,0,1,0.0,28,36,-8,211,10.04
South Alabama,2015,5,12,0.4166666666666667,300,447,-147,92,123.16
South Alabama,2016,6,13,0.4615384615384615,330,351,-21,115,96.08
South Alabama,2017,4,12,0.3333333333333333,238,318,-80,88,132.17
South Alabama,2018,3,12,0.25,290,465,-175,87,134.08
South Alabama,2019,2,12,0.1666666666666666,221,368,-147,116,110.24
South Alabama,2020,4,11,0.3636363636363636,219,300,-81,115,120.03
South Alabama,2021,5,12,0.4166666666666667,299,317,-18,126,122.8
South Alabama,2022,10,13,0.7692307692307693,406,277,129,109,140.54
South Alabama,2023,7,13,0.5384615384615384,430,273,157,122,107.68
South Carolina,2015,3,12,0.25,263,330,-67,20,224.01
South Carolina,2016,6,13,0.4615384615384615,270,344,-74,19,239.33
South Carolina,2017,9,13,0.6923076923076923,315,269,46,20,230.49
South Carolina,2018,7,13,0.5384615384615384,391,354,37,25,216.77
South Carolina,2019,4,12,0.3333333333333333,269,313,-44,21,227.58
South Carolina,2020,2,10,0.2,235,360,-125,18,242.04
South Carolina,2021,7,13,0.5384615384615384,294,312,-18,17,247.26
South Carolina,2022,8,13,0.6153846153846154,418,375,43,18,250.12
South Carolina,2023,5,12,0.4166666666666667,312,316,-4,76,157.05
South Carolina State,2015,7,11,0.6363636363636364,294,167,127,131,50.71
South Carolina State,2016,5,11,0.4545454545454545,232,254,-22,141,40.82
South Carolina State,2017,3,10,0.3,205,188,17,149,36.33
South Carolina State,2018,5,11,0.4545454545454545,215,268,-53,192,27.65
South Carolina State,2019,8,11,0.7272727272727273,331,223,108,228,9.98
South Carolina State,2020,3,4,0.75,69,75,-6,241,3.97
South Dakota,2015,5,11,0.4545454545454545,231,280,-49,209,6.67
South Dakota,2016,4,11,0.3636363636363636,329,379,-50,233,6.64
South Dakota,2017,8,13,0.6153846153846154,496,344,152,145,37.56
South Dakota,2018,4,11,0.3636363636363636,294,376,-82,159,49.75
South Dakota,2019,5,12,0.4166666666666667,363,389,-26,146,69.54
South Dakota,2020,1,4,0.25,71,96,-25,184,17.69
South Dakota,2021,7,12,0.5833333333333334,324,248,76,200,24.59
South Dakota,2022,3,11,0.2727272727272727,179,321,-142,176,29.87
South Dakota,2023,10,13,0.7692307692307693,312,230,82,151,25.25
South Dakota State,2015,8,12,0.6666666666666666,341,208,133,185,10.0
South Dakota State,2016,9,13,0.6923076923076923,431,355,76,175,17.23
South Dakota State,2017,11,14,0.7857142857142857,521,335,186,158,33.71
South Dakota State,2018,10,13,0.7692307692307693,553,290,263,149,61.31
South Dakota State,2019,8,13,0.6153846153846154,386,217,169,144,70.87
South Dakota State,2020,8,10,0.8,292,150,142,237,4.97
South Dakota State,2021,11,15,0.7333333333333333,542,296,246,214,17.82
South Dakota State,2022,14,15,0.9333333333333332,512,237,275,194,22.07
South Florida,2015,8,13,0.6153846153846154,437,298,139,54,173.74
South Florida,2016,11,13,0.8461538461538461,569,411,158,42,189.74
South Florida,2017,10,12,0.8333333333333334,459,282,177,66,163.15
South Florida,2018,7,13,0.5384615384615384,370,416,-46,66,161.21
South Florida,2019,4,12,0.3333333333333333,250,347,-97,76,150.65
South Florida,2020,1,9,0.1111111111111111,208,359,-151,65,176.25
South Florida,2021,2,12,0.1666666666666666,278,416,-138,77,158.44
South Florida,2022,1,12,0.0833333333333333,336,494,-158,101,142.97
South Florida,2023,7,13,0.5384615384615384,415,419,-4,63,167.63
Southeast Missouri State,2015,4,11,0.3636363636363636,279,299,-20,207,6.67
Southeast Missouri State,2016,3,11,0.2727272727272727,229,268,-39,161,23.39
Southeast Missouri State,2017,3,11,0.2727272727272727,225,240,-15,148,36.75
Southeast Missouri State,2018,9,13,0.6923076923076923,482,403,79,157,55.17
Southeast Missouri State,2019,9,13,0.6923076923076923,358,324,34,179,33.67
Southeast Missouri State,2020,4,8,0.5,221,181,40,222,8.02
Southeast Missouri State,2021,4,11,0.3636363636363636,297,341,-44,201,24.44
Southeast Missouri State,2022,9,12,0.75,427,271,156,233,8.97
Southern,2015,6,10,0.6,339,322,17,160,21.62
Southern,2016,8,11,0.7272727272727273,438,311,127,286,-0.03
Southern,2018,7,11,0.6363636363636364,311,277,34,194,26.44
Southern,2019,8,13,0.6153846153846154,427,338,89,218,12.97
Southern,2021,4,11,0.3636363636363636,290,339,-49,162,51.2
Southern Illinois,2015,3,11,0.2727272727272727,397,381,16,151,25.26
Southern Illinois,2016,4,11,0.3636363636363636,340,338,2,139,41.96
Southern Illinois,2017,4,11,0.3636363636363636,301,302,-1,146,37.12
Southern Illinois,2018,2,11,0.1818181818181818,331,448,-117,217,16.63
Southern Illinois,2019,7,12,0.5833333333333334,339,276,63,137,79.79
Southern Illinois,2020,6,10,0.6,271,297,-26,143,69.52
Southern Illinois,2021,8,13,0.6153846153846154,402,336,66,194,29.2
Southern Illinois,2022,5,11,0.4545454545454545,311,294,17,230,9.91
Southern Illinois,2023,8,13,0.6153846153846154,332,210,122,172,12.65
Southern Miss,2015,9,14,0.6428571428571429,559,358,201,82,136.46
Southern Miss,2016,7,13,0.5384615384615384,427,384,43,82,125.74
Southern Miss,2017,8,13,0.6153846153846154,379,318,61,87,133.4
Southern Miss,2018,6,11,0.5454545454545454,288,218,70,100,126.05
Southern Miss,2019,7,13,0.5384615384615384,346,341,5,74,152.71
Southern Miss,2020,3,10,0.3,253,323,-70,80,157.89
Southern Miss,2021,3,12,0.25,212,335,-123,82,156.39
Southern Miss,2022,7,13,0.5384615384615384,329,306,23,76,161.52
Southern Miss,2023,3,12,0.25,278,429,-151,124,104.36
Southern Utah,2017,9,12,0.75,403,336,67,234,5.98
Southern Utah,2018,1,11,0.0909090909090909,281,456,-175,177,38.01
Southern Utah,2019,3,12,0.25,295,451,-156,154,56.45
Southern Utah,2020,1,6,0.1666666666666666,159,164,-5,150,44.53
Southern Utah,2021,1,11,0.0909090909090909,209,432,-223,155,58.28
Southern Utah,2023,6,11,0.5454545454545454,350,261,89,153,24.64
St. Francis (PA),2016,7,12,0.5833333333333334,323,238,85,280,-0.03
St. Francis (PA),2017,5,11,0.4545454545454545,241,161,80,196,15.51
St. Francis (PA),2019,6,12,0.5,302,261,41,212,14.94
Stanford,2015,12,14,0.8571428571428571,529,316,213,52,175.38
Stanford,2016,10,13,0.7692307692307693,342,265,77,13,250.05
Stanford,2017,9,14,0.6428571428571429,453,318,135,24,220.65
Stanford,2018,9,13,0.6923076923076923,369,298,71,16,245.82
Stanford,2019,4,12,0.3333333333333333,260,358,-98,14,246.79
Stanford,2020,4,6,0.6666666666666666,176,190,-14,40,202.29
Stanford,2021,3,12,0.25,245,389,-144,21,242.58
Stanford,2022,3,12,0.25,256,386,-130,21,238.62
Stanford,2023,3,12,0.25,247,452,-205,51,183.58
Stephen F. Austin,2015,4,10,0.4,288,328,-40,162,21.18
Stephen F. Austin,2016,5,11,0.4545454545454545,334,422,-88,228,6.67
Stephen F. Austin,2017,4,11,0.3636363636363636,216,325,-109,138,41.3
Stephen F. Austin,2018,2,10,0.2,181,333,-152,134,79.35
Stephen F. Austin,2019,3,12,0.25,289,419,-130,153,56.96
Stephen F. Austin,2020,6,10,0.6,259,224,35,148,50.86
Stephen F. Austin,2021,8,12,0.6666666666666666,411,232,179,131,113.58
Stephen F. Austin,2022,6,11,0.5454545454545454,377,340,37,142,77.21
Stephen F. Austin,2023,3,11,0.2727272727272727,322,349,-27,144,36.77
Stetson,2015,3,11,0.2727272727272727,237,346,-109,197,7.98
Stetson,2019,7,11,0.6363636363636364,352,288,64,211,15.21
Stony Brook,2015,5,10,0.5,173,157,16,167,19.72
Stony Brook,2016,5,11,0.4545454545454545,184,222,-38,143,35.51
Stony Brook,2017,10,13,0.7692307692307693,380,268,112,227,7.82
Stony Brook,2018,7,12,0.5833333333333334,322,244,78,197,25.36
Stony Brook,2019,5,12,0.4166666666666667,292,328,-36,159,51.96
Stony Brook,2020,1,4,0.25,56,89,-33,161,31.48
Stony Brook,2021,5,11,0.4545454545454545,233,252,-19,202,24.3
Stony Brook,2022,2,11,0.1818181818181818,166,355,-189,192,22.7
Syracuse,2015,4,12,0.3333333333333333,327,372,-45,74,144.37
Syracuse,2016,4,12,0.3333333333333333,308,463,-155,52,176.87
Syracuse,2017,4,12,0.3333333333333333,329,386,-57,57,172.06
Syracuse,2018,10,13,0.7692307692307693,523,351,172,62,165.15
Syracuse,2019,5,12,0.4166666666666667,339,368,-29,54,180.08
Syracuse,2020,1,11,0.0909090909090909,196,360,-164,51,189.14
Syracuse,2021,5,12,0.4166666666666667,299,316,-17,55,182.67
Syracuse,2022,7,13,0.5384615384615384,360,300,60,59,175.88
Syracuse,2023,6,13,0.4615384615384615,306,330,-24,57,176.5
TCU,2015,11,13,0.8461538461538461,547,354,193,35,194.83
TCU,2016,6,13,0.4615384615384615,403,364,39,43,188.64
TCU,2017,11,14,0.7857142857142857,470,266,204,39,191.44
TCU,2018,7,13,0.5384615384615384,306,300,6,21,235.79
TCU,2019,5,12,0.4166666666666667,364,317,47,28,210.03
TCU,2020,6,10,0.6,308,242,66,25,224.13
TCU,2021,5,12,0.4166666666666667,344,419,-75,33,210.62
TCU,2022,13,15,0.8666666666666667,582,435,147,28,215.88
TCU,2023,5,12,0.4166666666666667,376,334,42,61,171.83
Temple,2015,10,14,0.7142857142857143,417,281,136,77,140.29
Temple,2016,10,14,0.7142857142857143,453,258,195,69,156.27
Temple,2017,7,13,0.5384615384615384,326,335,-9,80,143.34
Temple,2018,8,13,0.6153846153846154,454,352,102,59,167.55
Temple,2019,8,13,0.6153846153846154,342,337,5,119,108.13
Temple,2020,1,7,0.1428571428571428,139,260,-121,83,155.39
Temple,2021,3,12,0.25,196,450,-254,105,136.56
Temple,2022,3,12,0.25,263,351,-88,97,145.3
Temple,2023,3,12,0.25,253,428,-175,105,132.83
Tennessee,2015,9,13,0.6923076923076923,457,260,197,25,214.06
Tennessee,2016,9,13,0.6923076923076923,473,375,98,7,274.77
Tennessee,2017,4,12,0.3333333333333333,238,349,-111,4,286.26
Tennessee,2018,5,12,0.4166666666666667,273,335,-62,14,253.94
Tennessee,2019,8,13,0.6153846153846154,314,282,32,17,237.21
Tennessee,2020,3,10,0.3,215,301,-86,21,231.34
Tennessee,2021,7,13,0.5384615384615384,511,378,133,13,269.07
Tennessee,2022,11,13,0.8461538461538461,599,296,303,10,261.5
Tennessee,2023,9,13,0.6923076923076923,413,264,149,16,240.4
Tennessee State,2015,4,10,0.4,246,281,-35,143,30.63
Tennessee State,2016,7,11,0.6363636363636364,355,331,24,153,26.59
Tennessee State,2017,6,11,0.5454545454545454,267,216,51,228,7.57
Tennessee State,2018,4,9,0.4444444444444444,264,289,-25,133,81.09
Tennessee State,2019,3,12,0.25,314,415,-101,169,40.82
Tennessee State,2020,2,7,0.2857142857142857,129,214,-85,157,34.68
Tennessee State,2021,5,11,0.4545454545454545,217,296,-79,183,33.09
Tennessee State,2022,4,11,0.3636363636363636,201,272,-71,175,32.21
Tennessee State,2023,6,11,0.5454545454545454,250,265,-15,170,13.15
Tennessee Tech,2015,4,11,0.3636363636363636,254,395,-141,132,47.01
Tennessee Tech,2016,5,11,0.4545454545454545,296,316,-20,145,32.99
Tennessee Tech,2017,1,11,0.0909090909090909,174,325,-151,186,19.23
Tennessee Tech,2018,1,11,0.0909090909090909,198,507,-309,160,49.02
Tennessee Tech,2019,6,12,0.5,348,422,-74,186,30.13
Tennessee Tech,2020,2,7,0.2857142857142857,140,186,-46,144,60.57
Tennessee Tech,2021,3,11,0.2727272727272727,202,350,-148,247,4.96
Tennessee Tech,2023,4,11,0.3636363636363636,182,278,-96,156,21.96
Texas,2015,5,12,0.4166666666666667,317,364,-47,17,234.52
Texas,2016,5,12,0.4166666666666667,383,378,5,17,239.85
Texas,2017,7,13,0.5384615384615384,383,276,107,10,272.49
Texas,2018,10,14,0.7142857142857143,435,362,73,7,280.66
Texas,2019,8,13,0.6153846153846154,458,357,101,25,217.76
Texas,2020,7,10,0.7,427,285,142,3,300.06
Texas,2021,5,12,0.4166666666666667,423,373,50,3,287.69
Texas,2022,8,13,0.6153846153846154,448,281,167,9,270.93
Texas,2023,12,14,0.8571428571428571,501,265,236,17,237.09
Texas A&M,2015,8,13,0.6153846153846154,361,286,75,9,267.75
Texas A&M,2016,8,13,0.6153846153846154,453,319,134,5,278.08
Texas A&M,2017,7,13,0.5384615384615384,425,399,26,11,270.61
Texas A&M,2018,9,13,0.6923076923076923,468,329,139,18,238.94
Texas A&M,2019,8,13,0.6153846153846154,384,293,91,13,248.58
Texas A&M,2020,9,10,0.9,326,217,109,17,251.2
Texas A&M,2021,8,12,0.6666666666666666,352,191,161,4,285.46
Texas A&M,2022,5,12,0.4166666666666667,273,254,19,6,289.49
Texas A&M,2023,7,13,0.5384615384615384,433,287,146,7,285.35
Texas Southern,2015,2,8,0.25,177,283,-106,212,3.33
Texas Southern,2016,4,11,0.3636363636363636,256,304,-48,245,1.97
Texas Southern,2017,2,11,0.1818181818181818,182,322,-140,180,21.52
Texas Southern,2018,1,10,0.1,185,349,-164,248,6.67
Texas Southern,2019,0,11,0.0,241,500,-259,161,51.76
Texas Southern,2020,1,3,0.3333333333333333,44,71,-27,192,16.3
Texas Southern,2021,2,10,0.2,290,397,-107,156,56.43
Texas Southern,2022,5,11,0.4545454545454545,281,285,-4,236,8.97
Texas Southern,2023,3,11,0.2727272727272727,288,360,-72,177,11.04
Texas State,2015,3,12,0.25,323,470,-147,94,120.48
Texas State,2016,2,12,0.1666666666666666,223,493,-270,97,109.9
Texas State,2017,2,12,0.1666666666666666,207,403,-196,95,124.71
Texas State,2018,3,12,0.25,237,331,-94,110,111.71
Texas State,2019,3,12,0.25,221,391,-170,92,127.89
Texas State,2020,2,12,0.1666666666666666,332,458,-126,107,124.24
Texas State,2021,4,12,0.3333333333333333,277,396,-119,133,111.1
Texas State,2022,4,12,0.3333333333333333,253,316,-63,99,145.19
Texas State,2023,8,13,0.6153846153846154,477,427,50,183,9.46
Texas Tech,2015,7,13,0.5384615384615384,586,567,19,46,182.16
Texas Tech,2016,5,12,0.4166666666666667,524,522,2,40,191.82
Texas Tech,2017,6,13,0.4615384615384615,446,419,27,32,203.18
Texas Tech,2018,5,12,0.4166666666666667,448,373,75,44,184.64
Texas Tech,2019,4,12,0.3333333333333333,366,364,2,49,183.07
Texas Tech,2020,4,10,0.4,291,367,-76,72,169.87
Texas Tech,2021,7,13,0.5384615384615384,394,392,2,61,177.69
Texas Tech,2022,8,13,0.6153846153846154,445,379,66,49,183.17
Texas Tech,2023,7,13,0.5384615384615384,356,338,18,64,167.13
The Citadel,2015,9,13,0.6923076923076923,400,283,117,161,21.42
The Citadel,2016,10,12,0.8333333333333334,317,246,71,178,16.76
The Citadel,2017,5,11,0.4545454545454545,237,290,-53,166,30.4
The Citadel,2018,5,11,0.4545454545454545,328,333,-5,243,7.67
The Citadel,2019,6,12,0.5,346,338,8,187,29.98
The Citadel,2020,2,12,0.1666666666666666,194,360,-166,175,24.53
The Citadel,2021,4,11,0.3636363636363636,271,378,-107,216,17.36
Toledo,2015,10,12,0.8333333333333334,420,249,171,76,141.96
Toledo,2016,9,13,0.6923076923076923,494,334,160,92,115.38
Toledo,2017,11,14,0.7857142857142857,509,367,142,84,138.12
Toledo,2018,7,13,0.5384615384615384,525,397,128,88,132.92
Toledo,2019,6,12,0.5,327,386,-59,78,146.6
Toledo,2020,4,6,0.6666666666666666,210,146,64,67,174.0
Toledo,2021,7,13,0.5384615384615384,434,283,151,73,162.01
Toledo,2022,9,14,0.6428571428571429,438,351,87,69,164.2
Toledo,2023,11,14,0.7857142857142857,452,284,168,67,163.18
Towson,2015,7,11,0.6363636363636364,260,236,24,188,9.94
Towson,2016,4,11,0.3636363636363636,243,304,-61,162,21.77
Towson,2017,5,11,0.4545454545454545,192,263,-71,134,47.49
Towson,2018,7,12,0.5833333333333334,414,346,68,179,37.47
Towson,2019,7,12,0.5833333333333334,363,282,81,205,18.5
Towson,2023,5,11,0.4545454545454545,264,356,-92,178,10.54
Troy,2015,4,12,0.3333333333333333,335,339,-4,99,114.51
Troy,2016,10,13,0.7692307692307693,438,287,151,132,64.21
Troy,2017,11,13,0.8461538461538461,410,240,170,117,107.58
Troy,2018,10,13,0.7692307692307693,399,286,113,98,127.73
Troy,2019,5,12,0.4166666666666667,406,417,-11,96,123.9
Troy,2020,5,11,0.4545454545454545,301,283,18,98,136.65
Troy,2021,5,12,0.4166666666666667,274,313,-39,80,157.59
Troy,2022,12,14,0.8571428571428571,358,240,118,84,154.47
Troy,2023,11,14,0.7857142857142857,415,240,175,104,133.65
Tulane,2015,3,12,0.25,236,435,-199,83,133.37
Tulane,2016,4,12,0.3333333333333333,289,332,-43,90,118.86
Tulane,2017,5,12,0.4166666666666667,330,350,-20,91,128.9
Tulane,2018,7,13,0.5384615384615384,349,358,-9,97,127.78
Tulane,2019,7,13,0.5384615384615384,430,342,88,112,114.66
Tulane,2020,6,12,0.5,416,337,79,68,173.75
Tulane,2021,2,12,0.1666666666666666,331,408,-77,94,144.82
Tulane,2022,12,14,0.8571428571428571,504,311,193,66,165.84
Tulane,2023,11,14,0.7857142857142857,369,287,82,77,156.56
Tulsa,2015,6,13,0.4615384615384615,483,518,-35,81,138.11
Tulsa,2016,10,13,0.7692307692307693,552,388,164,79,130.3
Tulsa,2017,2,12,0.1666666666666666,352,450,-98,109,116.08
