year,home_team,home_points,away_team,away_points
2019,Mississippi State,38,Southern Miss,15
2019,North Dakota State,38,North Dakota,7
2019,Louisiana Tech,20,Grambling,14
2019,Boston College,45,Richmond,13
2019,Wisconsin,61,Central Michigan,0
2019,App State,56,Charlotte,41
2019,UConn,23,Illinois,31
2019,Baylor,63,UTSA,14
2019,Georgia,63,Murray State,17
2019,Duquesne,44,Walsh,3
2019,Colorado State,38,Western Illinois,13
2019,South Carolina State,34,Lane College,0
2019,Alabama,62,New Mexico State,10
2019,Eastern Washington,59,Lindenwood,31
2019,UCLA,14,San Diego State,23
2019,Washington State,59,Northern Colorado,17
2019,Florida State,45,UL Monroe,44
2019,San Diego,35,UC Davis,38
2019,Northern Iowa,34,Southern Utah,14
2019,Portland State,70,Simon Fraser,7
2019,Davidson,45,Virginia University Of Lynchburg,7
2019,Campbell,38,Shaw,14
2019,Alabama State,38,Tuskegee,31
2019,Stetson,58,Louisiana College,13
2019,Wagner,14,East Stroudsburg University,24
2019,Hampton,17,Virginia Union,36
2019,Butler,30,Indiana Wesleyan,27
2019,Norfolk State,44,Virginia St,21
2019,Sacred Heart,30,Bucknell,10
2019,Georgia Southern,26,Maine,18
2019,James Madison,44,St. Francis (PA),7
2019,Villanova,38,Lehigh,10
2019,Towson,42,North Carolina Central,3
2019,Central Connecticut,40,Merrimack,37
2019,East Carolina,48,Gardner-Webb,9
2019,Duke,45,North Carolina A&T,13
2019,Lamar,23,Mississippi Valley State,20
2019,Alabama A&M,34,Arkansas-Pine Bluff,52
2019,Incarnate Word,63,Texas Southern,44
2019,Texas State,14,Wyoming,23
2019,Oklahoma State,56,McNeese,14
2019,Jacksonville State,41,Chattanooga,20
2019,South Dakota State,38,Long Island University,3
2019,UAlbany,45,Bryant,3
2019,Florida Atlantic,14,UCF,48
2019,Rhode Island,36,Delaware,44
2019,Middle Tennessee,45,Tennessee State,26
2019,Georgia State,48,Furman,42
2019,South Alabama,37,Jackson State,14
2019,Tennessee,26,BYU,29
2019,SMU,49,North Texas,27
2019,Oklahoma,70,South Dakota,14
2019,Kansas,7,Coastal Carolina,12
2019,Florida International,14,Western Kentucky,20
2019,Drake,7,Truman State,10
2019,Louisville,42,Eastern Kentucky,0
2019,Alcorn State,45,Mississippi College,7
2019,Abilene Christian,66,Phoenix,14
2019,Houston Christian,58,Texas Wesleyan,13
2019,Northwestern State,7,Midwestern State,33
2019,Sam Houston,77,Oklahoma Panhandle St,0
2019,Stephen F. Austin,26,Tarleton State,37
2019,East Tennessee State,48,Shorter,10
2019,Texas,38,LSU,45
2019,Illinois State,42,Morehead State,14
2019,Oregon,77,Nevada,6
2019,Kentucky,38,Eastern Michigan,17
2019,Florida,45,UT Martin,0
2019,Auburn,24,Tulane,6
2019,Utah State,62,Stony Brook,7
2019,Ole Miss,31,Arkansas,17
2019,Penn State,45,Buffalo,13
2019,Michigan State,51,Western Michigan,17
2019,Louisiana,35,Liberty,14
2019,Houston,37,Prairie View A&M,17
2019,Montana State,38,Southeast Missouri State,17
2019,North Carolina,28,Miami,25
2019,Texas Tech,38,UTEP,3
2019,Weber State,41,Cal Poly,24
2019,Idaho,41,Central Washington,31
2019,San José State,16,Tulsa,34
2019,Montana,61,North Alabama,17
2019,UNLV,17,Arkansas State,43
2019,Fresno State,35,Minnesota,38
2019,Washington,19,California,20
2019,USC,45,Stanford,20
2019,Arizona,65,Northern Arizona,41
2019,Hawai'i,31,Oregon State,28
2019,Wake Forest,24,North Carolina,18
2019,Boston College,24,Kansas,48
2019,Houston,24,Washington State,31
2019,Illinois,31,Eastern Michigan,34
2019,West Virginia,44,NC State,27
2019,Mississippi State,24,Kansas State,31
2019,Temple,20,Maryland,17
2019,Indiana,10,Ohio State,51
2019,Penn State,17,Pittsburgh,10
2019,Cincinnati,35,Miami (OH),13
2019,St. Francis (PA),42,Merrimack,14
2019,Marist,26,Stetson,23
2019,Virginia Tech,24,Furman,17
2019,Georgetown,69,Catholic,0
2019,Tennessee,45,Chattanooga,0
2019,Georgia,55,Arkansas State,0
2019,Lafayette,40,Sacred Heart,56
2019,Georgia Tech,24,The Citadel,27
2019,Delaware,22,North Dakota State,47
2019,Bryant,14,Fordham,29
2019,Indiana State,19,Eastern Kentucky,7
2019,Monmouth,38,UAlbany,35
2019,Colorado,23,Air Force,30
2019,Coastal Carolina,46,Norfolk State,7
2019,Youngstown State,34,Duquesne,14
2019,South Dakota State,38,Drake,10
2019,Ball State,31,Florida Atlantic,41
2019,Valparaiso,13,Central Connecticut,42
2019,Notre Dame,66,New Mexico,14
2019,South Dakota,52,Houston Christian,53
2019,Robert Morris,31,Dayton,34
2019,Central Michigan,45,Akron,24
2019,Eastern Illinois,3,Illinois State,21
2019,Western Carolina,20,North Greenville,17
2019,BYU,30,USC,27
2019,South Alabama,6,Memphis,42
2019,South Carolina,23,Alabama,47
2019,UCF,45,Stanford,27
2019,UTSA,13,Army,31
2019,Northwestern,30,UNLV,14
2019,Minnesota,35,Georgia Southern,32
2019,Navy,42,East Carolina,10
2019,Tulsa,21,Oklahoma State,40
2019,Arkansas,55,Colorado State,34
2019,James Madison,63,Morgan State,12
2019,Western Kentucky,21,Louisville,38
2019,Michigan State,7,Arizona State,10
2019,Iowa State,17,Iowa,18
2019,Western Illinois,14,Montana State,23
2019,Miami,63,Bethune-Cookman,0
2019,Ole Miss,40,SE Louisiana,29
2019,Morehead State,73,Kentucky Christian,34
2019,Delaware State,58,Lincoln (PA),12
2019,Jacksonville State,49,Eastern Washington,45
2019,Oregon State,45,Cal Poly,7
2019,Utah,31,Idaho State,0
2019,California,23,North Texas,17
2019,Howard,20,Hampton,41
2019,Wyoming,21,Idaho,16
2019,North Dakota,27,Sam Houston,23
2019,Bowling Green,7,Louisiana Tech,35
2019,Butler,14,Taylor,17
2019,South Florida,55,South Carolina State,16
2019,Liberty,35,Buffalo,17
2019,Florida A&M,57,Fort Valley State,20
2019,Troy,42,Southern Miss,47
2019,Richmond,20,Elon,42
2019,Charleston Southern,21,North Carolina A&T,27
2019,Gardner-Webb,21,North Carolina Central,12
2019,Stony Brook,26,Wagner,10
2019,Bucknell,10,Villanova,45
2019,William & Mary,38,Colgate,10
2019,Alabama State,7,Kennesaw State,42
2019,Wofford,14,Samford,21
2019,Charlotte,52,Massachusetts,17
2019,Marshall,33,Ohio,31
2019,Jackson State,49,Tennessee State,44
2019,Presbyterian,20,Jacksonville,30
2019,North Alabama,24,Alabama A&M,31
2019,Maine,23,Towson,45
2019,Southern Illinois,28,UT Martin,14
2019,Davidson,41,West Virginia Wesleyan,0
2019,Southern,61,Edward Waters,0
2019,Arkansas-Pine Bluff,53,Langston University,15
2019,Mercer,34,Austin Peay,48
2019,McNeese,17,Alcorn State,14
2019,Prairie View A&M,35,Nicholls,42
2019,Central Arkansas,31,Abilene Christian,30
2019,Toledo,45,Murray State,0
2019,Middle Tennessee,18,Duke,41
2019,Northern Arizona,55,Western New Mexico,21
2019,Tennessee Tech,31,UVA Wise,14
2019,Florida International,30,New Hampshire,17
2019,Nevada,19,Weber State,13
2019,Western Michigan,57,Georgia State,10
2019,Auburn,55,Kent State,16
2019,SMU,47,Texas State,17
2019,Kentucky,21,Florida,29
2019,Texas A&M,62,Lamar,3
2019,Virginia,31,Florida State,24
2019,Missouri,50,Southeast Missouri State,0
2019,LSU,65,Northwestern State,14
2019,Louisiana,77,Texas Southern,6
2019,Purdue,13,TCU,34
2019,Syracuse,6,Clemson,41
2019,Washington,52,Hawai'i,20
2019,Rice,13,Texas,48
2019,Nebraska,44,Northern Illinois,8
2019,UCLA,14,Oklahoma,48
2019,Tulane,58,Missouri State,6
2019,New Mexico State,10,San Diego State,31
2019,Southern Utah,45,Stephen F. Austin,38
2019,East Tennessee State,24,VMI,31
2019,Sacramento State,50,Northern Colorado,0
2019,UC Davis,41,Lehigh,13
2019,Boise State,45,Portland State,10
2019,Arizona,28,Texas Tech,14
2019,Oregon,35,Montana,3
2019,Tulane,38,Houston,31
2019,Louisiana Tech,43,Florida International,31
2019,Boise State,30,Air Force,19
2019,USC,30,Utah,23
2019,Vanderbilt,38,LSU,66
2019,Florida,34,Tennessee,3
2019,Army,52,Morgan State,21
2019,Rutgers,16,Boston College,30
2019,Ole Miss,20,California,28
2019,Marist,7,Cornell,21
2019,Colgate,21,Maine,35
2019,Indiana,38,UConn,3
2019,Wisconsin,35,Michigan,14
2019,Northwestern,10,Michigan State,31
2019,Wake Forest,49,Elon,7
2019,Syracuse,52,Western Michigan,33
2019,Alabama,49,Southern Miss,7
2019,Iowa State,72,UL Monroe,20
2019,Presbyterian,10,Eastern Kentucky,35
2019,Delaware,28,Pennsylvania,27
2019,Indiana State,16,Eastern Illinois,6
2019,St. Francis (PA),14,Columbia,31
2019,Long Island University,10,Sacred Heart,34
2019,Massachusetts,28,Coastal Carolina,62
2019,Furman,45,Mercer,10
2019,Dayton,31,Duquesne,35
2019,Jacksonville,6,Dartmouth,35
2019,Yale,23,Holy Cross,10
2019,Merrimack,76,Mayville State,7
2019,VMI,21,Robert Morris,31
2019,Bryant,30,Brown,35
2019,Delaware State,9,Howard,24
2019,Ohio,25,Louisiana,45
2019,Southeast Missouri State,56,West Virginia State,10
2019,Akron,7,Troy,35
2019,Missouri State,24,Kennesaw State,35
2019,Eastern Michigan,34,Central Connecticut,29
2019,Montana,47,Monmouth,27
2019,Tennessee State,31,Arkansas-Pine Bluff,37
2019,Idaho,35,Eastern Washington,27
2019,Montana State,56,Norfolk State,21
2019,Texas A&M,20,Auburn,28
2019,Florida State,35,Louisville,24
2019,Buffalo,38,Temple,22
2019,Kent State,62,Bowling Green,20
2019,Pittsburgh,35,UCF,34
2019,TCU,38,SMU,41
2019,North Carolina,31,App State,34
2019,UAlbany,36,Lafayette,7
2019,North Dakota State,27,UC Davis,16
2019,UAB,35,South Alabama,3
2019,BYU,19,Washington,45
2019,Tulsa,24,Wyoming,21
2019,Ohio State,76,Miami (OH),5
2019,Truman State,38,Valparaiso,7
2019,North Carolina Central,45,Elizabeth City State,7
2019,Miami,17,Central Michigan,12
2019,Chattanooga,14,James Madison,37
2019,Northern Colorado,6,South Dakota,14
2019,Mississippi State,28,Kentucky,13
2019,Missouri,34,South Carolina,14
2019,Western Illinois,24,Tennessee Tech,38
2019,San Diego,31,Harvard,23
2019,New Mexico,55,New Mexico State,52
2019,Kansas,24,West Virginia,29
2019,Princeton,49,Butler,7
2019,Northern Iowa,13,Idaho State,6
2019,Portland State,59,Eastern Oregon,9
2019,Stetson,59,Western New England,28
2019,Alcorn State,45,Prairie View A&M,41
2019,Wofford,49,Gardner-Webb,10
2019,Campbell,31,Davidson,29
2019,The Citadel,22,Charleston Southern,13
2019,New Hampshire,27,Rhode Island,24
2019,Towson,45,Villanova,52
2019,Stony Brook,45,Fordham,10
2019,Florida A&M,27,Southern,21
2019,Florida Atlantic,42,Wagner,7
2019,East Carolina,19,William & Mary,7
2019,Alabama State,23,Grambling,20
2019,Liberty,62,Hampton,27
2019,Arkansas State,41,Southern Illinois,28
2019,Rice,13,Baylor,21
2019,NC State,34,Ball State,23
2019,Stanford,6,Oregon,21
2019,Texas State,37,Georgia State,34
2019,Stephen F. Austin,30,Nicholls,48
2019,Sam Houston,45,Incarnate Word,6
2019,Houston Christian,48,Northwestern State,21
2019,Abilene Christian,17,McNeese,10
2019,Samford,55,Alabama A&M,21
2019,Murray State,59,Morehead State,7
2019,Mississippi Valley State,6,Bethune-Cookman,22
2019,Jacksonville State,30,North Alabama,12
2019,South Dakota State,43,Southern Utah,7
2019,Virginia,28,Old Dominion,17
2019,Texas,36,Oklahoma State,30
2019,North Texas,45,UTSA,3
2019,Clemson,52,Charlotte,10
2019,Illinois State,40,Northern Arizona,27
2019,East Tennessee State,20,Austin Peay,14
2019,Arkansas,24,San José State,31
2019,Georgia,23,Notre Dame,17
2019,UTEP,21,Nevada,37
2019,SE Louisiana,45,Lamar,34
2019,Illinois,38,Nebraska,42
2019,Arizona State,31,Colorado,34
2019,Fresno State,34,Sacramento State,20
2019,Colorado State,35,Toledo,41
2019,San Diego State,17,Utah State,23
2019,Washington State,63,UCLA,67
2019,Hawai'i,35,Central Arkansas,16
2019,North Carolina A&T,37,Delaware State,0
2019,Memphis,35,Navy,23
2019,Harvard,42,Brown,7
2019,Virginia Tech,10,Duke,45
2019,Maryland,0,Penn State,59
2019,Air Force,41,San José State,24
2019,California,17,Arizona State,24
2019,Michigan,52,Rutgers,0
2019,Western Michigan,31,Central Michigan,15
2019,Miami (OH),34,Buffalo,20
2019,Wagner,24,Long Island University,14
2019,Arkansas,27,Texas A&M,31
2019,Iowa,48,Middle Tennessee,3
2019,Wisconsin,24,Northwestern,15
2019,Vanderbilt,24,Northern Illinois,18
2019,Toledo,28,BYU,21
2019,TCU,51,Kansas,14
2019,Syracuse,41,Holy Cross,3
2019,Oklahoma,55,Texas Tech,16
2019,Lehigh,10,Merrimack,3
2019,Pittsburgh,17,Delaware,14
2019,Stetson,55,North Carolina Wesleyan,21
2019,Jacksonville,42,Ave Maria University,28
2019,Fordham,23,Richmond,16
2019,Howard,29,Bethune-Cookman,37
2019,New Hampshire,23,Duquesne,6
2019,Yale,27,Cornell,16
2019,Furman,17,East Tennessee State,10
2019,Marist,17,Drake,41
2019,Bryant,6,St. Francis (PA),16
2019,Columbia,10,Georgetown,24
2019,VMI,36,Wofford,51
2019,Elon,10,James Madison,45
2019,Valparaiso,13,University Of Charleston (WV),19
2019,Jackson State,25,Kentucky State,33
2019,Samford,61,The Citadel,55
2019,Austin Peay,52,Jacksonville State,33
2019,Montana State,49,Northern Arizona,31
2019,Northern Colorado,27,Idaho,24
2019,UAlbany,39,William & Mary,31
2019,Purdue,31,Minnesota,38
2019,Temple,24,Georgia Tech,2
2019,App State,56,Coastal Carolina,37
2019,Lafayette,24,Pennsylvania,28
2019,Bucknell,23,Princeton,56
2019,Alabama,59,Ole Miss,31
2019,Michigan State,40,Indiana,31
2019,Washington,28,USC,14
2019,Villanova,33,Maine,17
2019,Charlotte,27,Florida Atlantic,45
2019,Massachusetts,37,Akron,29
2019,Notre Dame,35,Virginia,20
2019,Boston College,24,Wake Forest,27
2019,North Carolina,20,Clemson,21
2019,Baylor,23,Iowa State,21
2019,North Alabama,41,Presbyterian,21
2019,Norfolk State,28,Florida A&M,30
2019,Chattanooga,60,Western Carolina,36
2019,South Florida,21,SMU,48
2019,Florida,38,Towson,0
2019,UC Davis,20,Montana,45
2019,Eastern Illinois,29,Tennessee Tech,40
2019,Marshall,14,Cincinnati,52
2019,Eastern Washington,35,North Dakota,20
2019,Prairie View A&M,42,Grambling,36
2019,Idaho State,51,Portland State,24
2019,Dartmouth,38,Colgate,3
2019,Eastern Kentucky,42,Tennessee State,16
2019,Liberty,17,New Mexico,10
2019,Youngstown State,45,Robert Morris,10
2019,Morgan State,17,North Carolina Central,27
2019,Old Dominion,21,East Carolina,24
2019,Georgia Southern,24,Louisiana,37
2019,Kennesaw State,31,Reinhardt University,7
2019,Troy,43,Arkansas State,50
2019,Rice,20,Louisiana Tech,23
2019,Alabama A&M,63,Central State (OH),20
2019,Oklahoma State,26,Kansas State,13
2019,Oregon State,28,Stanford,31
2019,Auburn,56,Mississippi State,23
2019,UL Monroe,30,South Alabama,17
2019,Mercer,27,Campbell,34
2019,Rhode Island,27,Stony Brook,31
2019,UT Martin,40,Murray State,7
2019,Alcorn State,45,Mississippi Valley State,19
2019,Arkansas-Pine Bluff,7,Southern,31
2019,Incarnate Word,31,Abilene Christian,24
2019,Houston Christian,68,Texas Southern,31
2019,Lamar,17,Stephen F. Austin,24
2019,McNeese,17,Sam Houston,28
2019,Northwestern State,27,SE Louisiana,44
2019,Southern Miss,31,UTEP,13
2019,UCF,56,UConn,21
2019,Western Kentucky,20,UAB,13
2019,Texas State,24,Nicholls,3
2019,Utah State,34,Colorado State,24
2019,Florida State,31,NC State,13
2019,Nebraska,7,Ohio State,48
2019,South Carolina,24,Kentucky,7
2019,North Texas,25,Houston,46
2019,Wyoming,53,UNLV,17
2019,New Mexico State,17,Fresno State,30
2019,Weber State,29,Northern Iowa,17
2019,Southern Utah,21,Cal Poly,24
2019,Utah,38,Washington State,13
2019,Nevada,3,Hawai'i,54
2019,Arizona,20,UCLA,17
2019,South Alabama,17,Georgia Southern,20
2019,East Carolina,17,Temple,27
2019,Pennsylvania,15,Dartmouth,28
2019,Cincinnati,27,UCF,24
2019,San José State,32,New Mexico,21
2019,Kansas,20,Oklahoma,45
2019,Army,33,Tulane,42
2019,Duquesne,21,Long Island University,14
2019,Rutgers,7,Maryland,48
2019,Texas Tech,45,Oklahoma State,35
2019,Stetson,30,Butler,27
2019,Dayton,56,Jacksonville,28
2019,Michigan,10,Iowa,3
2019,Wisconsin,48,Kent State,0
2019,LSU,42,Utah State,6
2019,Penn State,35,Purdue,7
2019,UConn,22,South Florida,48
2019,Louisville,41,Boston College,39
2019,Brown,28,Rhode Island,31
2019,Harvard,62,Howard,17
2019,Princeton,21,Columbia,10
2019,Colgate,14,Lehigh,21
2019,Morehead State,31,Davidson,42
2019,Merrimack,17,Bryant,24
2019,Illinois State,3,North Dakota State,37
2019,Yale,48,Fordham,24
2019,Campbell,28,Presbyterian,14
2019,Sacred Heart,3,Central Connecticut,28
2019,Iowa State,49,TCU,24
2019,Norfolk State,19,North Carolina A&T,58
2019,Florida A&M,28,North Carolina Central,21
2019,Richmond,23,UAlbany,20
2019,Hampton,40,North Alabama,34
2019,North Dakota,38,UC Davis,36
2019,Bucknell,14,Holy Cross,21
2019,The Citadel,21,VMI,34
2019,Murray State,24,Eastern Illinois,17
2019,Central Michigan,42,Eastern Michigan,16
2019,Drake,35,Valparaiso,6
2019,Alabama A&M,35,Texas Southern,28
2019,Eastern Kentucky,28,UT Martin,38
2019,South Dakota State,28,Southern Illinois,10
2019,South Dakota,38,Indiana State,0
2019,Montana,59,Idaho State,20
2019,Samford,14,Furman,58
2019,Cornell,8,Georgetown,14
2019,Alabama State,7,Alcorn State,35
2019,Navy,34,Air Force,25
2019,West Virginia,31,Texas,42
2019,East Tennessee State,17,Wofford,35
2019,New Hampshire,26,Elon,10
2019,William & Mary,28,Villanova,35
2019,Western Carolina,21,Gardner-Webb,24
2019,Florida,24,Auburn,13
2019,Miami,35,Virginia Tech,42
2019,Notre Dame,52,Bowling Green,0
2019,Minnesota,40,Illinois,17
2019,Middle Tennessee,24,Marshall,13
2019,Northern Illinois,20,Ball State,27
2019,Kansas State,12,Baylor,31
2019,Buffalo,20,Ohio,21
2019,Toledo,31,Western Michigan,24
2019,Georgia State,52,Arkansas State,38
2019,UL Monroe,33,Memphis,52
2019,Mississippi Valley State,31,Virginia University Of Lynchburg,23
2019,Bethune-Cookman,31,Morgan State,20
2019,Western Illinois,31,Missouri State,37
2019,Mercer,17,Chattanooga,34
2019,Nicholls,34,Central Arkansas,14
2019,Arkansas-Pine Bluff,45,Lane College,38
2019,Stephen F. Austin,20,Sam Houston,31
2019,Nebraska,13,Northwestern,10
2019,Missouri,42,Troy,10
2019,Georgia Tech,22,North Carolina,38
2019,Colorado,30,Arizona,35
2019,Idaho,35,Weber State,41
2019,Northern Iowa,21,Youngstown State,14
2019,San Diego,31,Marist,7
2019,McNeese,38,SE Louisiana,34
2019,Portland State,52,Southern Utah,31
2019,Wagner,14,Monmouth,16
2019,Old Dominion,3,Western Kentucky,20
2019,Stony Brook,38,James Madison,45
2019,Charleston Southern,24,Savannah St,19
2019,Southeast Missouri State,43,Tennessee Tech,37
2019,Northern Arizona,41,Northern Colorado,23
2019,Delaware State,24,South Carolina State,38
2019,Jacksonville State,31,Tennessee State,23
2019,Jackson State,21,Grambling,44
2019,Lamar,27,Abilene Christian,24
2019,Houston Christian,36,Incarnate Word,38
2019,Florida International,44,Massachusetts,0
2019,Tennessee,14,Georgia,43
2019,UAB,35,Rice,20
2019,Ohio State,34,Michigan State,10
2019,SMU,43,Tulsa,37
2019,Ole Miss,31,Vanderbilt,6
2019,Cal Poly,28,Montana State,34
2019,Oregon,17,California,7
2019,UTEP,16,UTSA,26
2019,New Mexico State,13,Liberty,20
2019,Duke,30,Pittsburgh,33
2019,UCLA,31,Oregon State,48
2019,Sacramento State,48,Eastern Washington,27
2019,Colorado State,10,San Diego State,24
2019,UNLV,13,Boise State,38
2019,Stanford,23,Washington,13
2019,Louisiana,7,App State,17
2019,North Carolina Central,13,Bethune-Cookman,27
2019,NC State,16,Syracuse,10
2019,Texas State,14,UL Monroe,24
2019,Princeton,28,Lafayette,3
2019,Miami,17,Virginia,9
2019,New Mexico,21,Colorado State,35
2019,Oregon,45,Colorado,3
2019,Illinois,25,Michigan,42
2019,Tennessee,20,Mississippi State,10
2019,St. Francis (PA),17,Robert Morris,20
2019,Indiana,35,Rutgers,0
2019,Maine,17,Richmond,24
2019,Purdue,40,Maryland,14
2019,Texas,27,Oklahoma,34
2019,Georgia,17,South Carolina,20
2019,Bowling Green,20,Toledo,7
2019,Temple,30,Memphis,28
2019,Western Michigan,38,Miami (OH),16
2019,Duke,41,Georgia Tech,23
2019,Brown,31,Holy Cross,47
2019,Monmouth,45,Presbyterian,0
2019,Pennsylvania,38,Sacred Heart,24
2019,Columbia,14,Central Connecticut,24
2019,Harvard,35,Cornell,22
2019,Colgate,14,Bucknell,32
2019,Jacksonville,22,Morehead State,30
2019,Davidson,17,San Diego,37
2019,Butler,7,Drake,42
2019,Eastern Illinois,20,Jacksonville State,28
2019,Bryant,27,Long Island University,22
2019,Indiana State,20,Western Illinois,10
2019,Howard,21,Norfolk State,49
2019,Morgan State,34,Delaware State,3
2019,Gardner-Webb,35,Hampton,27
2019,James Madison,38,Villanova,24
2019,VMI,48,Samford,41
2019,Dartmouth,42,Yale,10
2019,Eastern Michigan,23,Ball State,29
2019,Arkansas-Pine Bluff,38,Mississippi Valley State,6
2019,Valparaiso,28,Dayton,41
2019,North Dakota State,46,Northern Iowa,14
2019,Georgetown,27,Fordham,30
2019,South Carolina State,38,Florida A&M,42
2019,Elon,42,Delaware,7
2019,The Citadel,35,Western Carolina,17
2019,Marshall,31,Old Dominion,17
2019,Central Michigan,42,New Mexico State,28
2019,Sam Houston,17,Lamar,20
2019,Kennesaw State,45,Charleston Southern,23
2019,Alcorn State,42,Savannah St,17
2019,Texas Southern,20,Missouri S&T,23
2019,Austin Peay,28,Southeast Missouri State,24
2019,Missouri State,10,South Dakota,45
2019,Grambling,23,Alabama A&M,10
2019,Jackson State,16,Alabama State,31
