team,year,win,points_scored,points_allowed,games_played,win_pct,point_diff
Southern,2016,8,438,311,11,0.7272727272727273,127
Southern,2017,7,301,305,11,0.6363636363636364,-4
Southern,2018,7,311,277,11,0.6363636363636364,34
Southern,2019,8,427,338,13,0.6153846153846154,89
Southern,2020,5,190,98,6,0.8333333333333334,92
Southern,2021,4,290,339,11,0.36363636363636365,-49
Southern,2022,7,380,261,12,0.5833333333333334,119
Southern,2023,6,255,223,11,0.5454545454545454,32
Southern Arkansas,2021,4,319,395,11,0.36363636363636365,-76
Southern Arkansas,2022,5,377,357,11,0.45454545454545453,20
Southern Arkansas,2023,9,420,265,11,0.8181818181818182,155
Southern Connecticut State,2021,4,200,295,10,0.4,-95
Southern Connecticut State,2022,3,199,338,11,0.2727272727272727,-139
Southern Connecticut State,2023,4,189,214,10,0.4,-25
Southern Illinois,2015,3,397,381,11,0.2727272727272727,16
Southern Illinois,2016,4,340,338,11,0.36363636363636365,2
Southern Illinois,2017,4,301,302,11,0.36363636363636365,-1
Southern Illinois,2018,2,331,448,11,0.18181818181818182,-117
Southern Illinois,2019,7,339,276,12,0.5833333333333334,63
Southern Illinois,2020,6,271,297,10,0.6,-26
Southern Illinois,2021,8,402,336,13,0.6153846153846154,66
Southern Illinois,2022,5,311,294,11,0.45454545454545453,17
Southern Illinois,2023,8,332,210,13,0.6153846153846154,122
Southern Miss,2015,9,559,358,14,0.6428571428571429,201
Southern Miss,2016,7,427,384,13,0.5384615384615384,43
Southern Miss,2017,8,379,318,13,0.6153846153846154,61
Southern Miss,2018,6,288,218,11,0.5454545454545454,70
Southern Miss,2019,7,346,341,13,0.5384615384615384,5
Southern Miss,2020,3,253,323,10,0.3,-70
Southern Miss,2021,3,212,335,12,0.25,-123
Southern Miss,2022,7,329,306,13,0.5384615384615384,23
Southern Miss,2023,3,278,429,12,0.25,-151
Southern Nazarene,2021,1,157,371,10,0.1,-214
Southern Nazarene,2022,5,373,433,11,0.45454545454545453,-60
Southern Nazarene,2023,6,354,307,11,0.5454545454545454,47
Southern Oregon,2016,0,35,52,1,0.0,-17
Southern Oregon,2019,0,19,77,1,0.0,-58
Southern Oregon,2023,1,49,7,1,1.0,42
Southern Utah,2015,8,425,250,12,0.6666666666666666,175
Southern Utah,2016,6,321,312,11,0.5454545454545454,9
Southern Utah,2017,9,403,336,12,0.75,67
Southern Utah,2018,1,281,456,11,0.09090909090909091,-175
Southern Utah,2019,3,295,451,12,0.25,-156
Southern Utah,2020,1,159,164,6,0.16666666666666666,-5
Southern Utah,2021,1,209,432,11,0.09090909090909091,-223
Southern Utah,2022,5,331,307,11,0.45454545454545453,24
Southern Utah,2023,6,350,261,11,0.5454545454545454,89
Southern Virginia,2020,0,42,101,3,0.0,-59
Southern Virginia,2022,1,196,394,10,0.1,-198
Southern Virginia,2023,1,151,423,10,0.1,-272
Southwest Baptist,2018,0,7,49,1,0.0,-42
Southwest Baptist,2020,1,109,136,3,0.3333333333333333,-27
Southwest Baptist,2021,4,345,443,11,0.36363636363636365,-98
Southwest Baptist,2022,6,344,335,11,0.5454545454545454,9
Southwest Baptist,2023,4,301,355,11,0.36363636363636365,-54
Southwest Minnesota State,2021,2,162,400,11,0.18181818181818182,-238
Southwest Minnesota State,2022,4,214,318,11,0.36363636363636365,-104
Southwest Minnesota State,2023,2,175,323,11,0.18181818181818182,-148
Southwestern Assemblies Of God,2023,0,10,42,1,0.0,-32
Southwestern College,2016,0,0,57,1,0.0,-57
Southwestern College,2017,0,14,55,1,0.0,-41
Southwestern Oklahoma State,2021,0,226,364,11,0.0,-138
Southwestern Oklahoma State,2022,4,341,403,11,0.36363636363636365,-62
Southwestern Oklahoma State,2023,0,98,424,11,0.0,-326
Southwestern University,2020,0,78,160,5,0.0,-82
Southwestern University,2022,2,206,417,10,0.2,-211
Southwestern University,2023,3,234,349,10,0.3,-115
Springfield,2022,9,410,206,12,0.75,204
Springfield,2023,9,391,171,11,0.8181818181818182,220
St Ambrose University  Iowa,2023,0,33,80,2,0.0,-47
St Francis Illinois,2018,0,7,55,1,0.0,-48
St John Fisher University,2022,4,188,228,10,0.4,-40
St John Fisher University,2023,5,248,232,10,0.5,16
St. Anselm,2015,0,19,43,1,0.0,-24
St. Anselm,2016,0,16,38,1,0.0,-22
St. Anselm,2017,0,7,37,1,0.0,-30
St. Anselm,2021,3,226,293,9,0.3333333333333333,-67
St. Anselm,2022,6,226,168,10,0.6,58
St. Anselm,2023,6,174,182,10,0.6,-8
St. Augustine's,2015,0,0,72,1,0.0,-72
St. Augustine's,2016,0,7,127,2,0.0,-120
St. Augustine's,2018,0,28,114,2,0.0,-86
St. Augustine's,2021,1,88,303,8,0.125,-215
St. Augustine's,2022,1,103,422,9,0.1111111111111111,-319
St. Augustine's,2023,0,84,270,10,0.0,-186
St. Francis (PA),2015,6,282,209,10,0.6,73
St. Francis (PA),2016,7,323,238,12,0.5833333333333334,85
St. Francis (PA),2017,5,241,161,11,0.45454545454545453,80
St. Francis (PA),2018,4,288,222,11,0.36363636363636365,66
St. Francis (PA),2019,6,302,261,12,0.5,41
St. Francis (PA),2021,5,252,210,11,0.45454545454545453,42
St. Francis (PA),2022,9,431,258,12,0.75,173
St. Francis (PA),2023,4,272,264,10,0.4,8
St. Lawrence,2022,4,168,232,10,0.4,-64
St. Lawrence,2023,3,141,281,10,0.3,-140
St. Norbert,2022,7,252,128,10,0.7,124
St. Norbert,2023,7,289,169,10,0.7,120
St. Olaf,2022,4,251,329,9,0.4444444444444444,-78
St. Olaf,2023,5,345,296,10,0.5,49
St. Scholastica,2022,2,215,432,9,0.2222222222222222,-217
St. Scholastica,2023,2,217,399,10,0.2,-182
St. Thomas (MN),2015,0,35,49,1,0.0,-14
St. Thomas (MN),2021,7,250,178,10,0.7,72
St. Thomas (MN),2022,10,358,189,11,0.9090909090909091,169
St. Thomas (MN),2023,8,265,243,11,0.7272727272727273,22
St. Thomas University (Fl),2022,0,26,31,1,0.0,-5
St. Thomas University (Fl),2023,0,33,34,1,0.0,-1
St. Xavier IL,2018,0,0,46,1,0.0,-46
St. Xavier IL,2021,0,10,34,1,0.0,-24
St. Xavier IL,2022,0,0,57,1,0.0,-57
St. Xavier IL,2023,0,10,32,1,0.0,-22
Stanford,2015,12,529,316,14,0.8571428571428571,213
Stanford,2016,10,342,265,13,0.7692307692307693,77
Stanford,2017,9,453,318,14,0.6428571428571429,135
Stanford,2018,9,369,298,13,0.6923076923076923,71
Stanford,2019,4,260,358,12,0.3333333333333333,-98
Stanford,2020,4,176,190,6,0.6666666666666666,-14
Stanford,2021,3,245,389,12,0.25,-144
Stanford,2022,3,256,386,12,0.25,-130
Stanford,2023,3,247,452,12,0.25,-205
Stephen F. Austin,2015,4,288,328,10,0.4,-40
Stephen F. Austin,2016,5,334,422,11,0.45454545454545453,-88
Stephen F. Austin,2017,4,216,325,11,0.36363636363636365,-109
Stephen F. Austin,2018,2,181,333,10,0.2,-152
Stephen F. Austin,2019,3,289,419,12,0.25,-130
Stephen F. Austin,2020,6,259,224,10,0.6,35
Stephen F. Austin,2021,8,411,232,12,0.6666666666666666,179
Stephen F. Austin,2022,6,377,340,11,0.5454545454545454,37
Stephen F. Austin,2023,3,322,349,11,0.2727272727272727,-27
Stetson,2015,3,237,346,11,0.2727272727272727,-109
Stetson,2016,4,233,303,11,0.36363636363636365,-70
Stetson,2017,2,166,337,11,0.18181818181818182,-171
Stetson,2018,8,373,296,10,0.8,77
Stetson,2019,7,352,288,11,0.6363636363636364,64
Stetson,2020,0,47,117,4,0.0,-70
Stetson,2021,4,262,332,11,0.36363636363636365,-70
Stetson,2022,4,279,285,11,0.36363636363636365,-6
Stetson,2023,3,256,406,11,0.2727272727272727,-150
Stevenson,2020,1,28,10,1,1.0,18
Stevenson,2022,8,260,144,10,0.8,116
Stevenson,2023,7,292,177,10,0.7,115
Stonehill,2021,8,301,169,10,0.8,132
Stonehill,2022,4,275,207,9,0.4444444444444444,68
Stonehill,2023,5,229,303,10,0.5,-74
Stony Brook,2015,5,173,157,10,0.5,16
Stony Brook,2016,5,184,222,11,0.45454545454545453,-38
Stony Brook,2017,10,380,268,13,0.7692307692307693,112
Stony Brook,2018,7,322,244,12,0.5833333333333334,78
Stony Brook,2019,5,292,328,12,0.4166666666666667,-36
Stony Brook,2020,1,56,89,4,0.25,-33
Stony Brook,2021,5,233,252,11,0.45454545454545453,-19
Stony Brook,2022,2,166,355,11,0.18181818181818182,-189
Stony Brook,2023,0,152,392,10,0.0,-240
Sul Ross State,2020,1,82,168,5,0.2,-86
Sul Ross State,2022,4,286,374,10,0.4,-88
Sul Ross State,2023,4,253,336,10,0.4,-83
Susquehanna,2022,10,412,154,11,0.9090909090909091,258
Susquehanna,2023,10,432,150,11,0.9090909090909091,282
Syracuse,2015,4,327,372,12,0.3333333333333333,-45
Syracuse,2016,4,308,463,12,0.3333333333333333,-155
Syracuse,2017,4,329,386,12,0.3333333333333333,-57
Syracuse,2018,10,523,351,13,0.7692307692307693,172
Syracuse,2019,5,339,368,12,0.4166666666666667,-29
Syracuse,2020,1,196,360,11,0.09090909090909091,-164
Syracuse,2021,5,299,316,12,0.4166666666666667,-17
Syracuse,2022,7,360,300,13,0.5384615384615384,60
Syracuse,2023,6,306,330,13,0.46153846153846156,-24
TCU,2015,11,547,354,13,0.8461538461538461,193
TCU,2016,6,403,364,13,0.46153846153846156,39
TCU,2017,11,470,266,14,0.7857142857142857,204
TCU,2018,7,306,300,13,0.5384615384615384,6
TCU,2019,5,364,317,12,0.4166666666666667,47
TCU,2020,6,308,242,10,0.6,66
TCU,2021,5,344,419,12,0.4166666666666667,-75
TCU,2022,13,582,435,15,0.8666666666666667,147
TCU,2023,5,376,334,12,0.4166666666666667,42
Tarleton State,2016,0,3,33,1,0.0,-30
Tarleton State,2019,1,37,26,1,1.0,11
Tarleton State,2020,5,255,154,8,0.625,101
Tarleton State,2021,6,296,240,11,0.5454545454545454,56
Tarleton State,2022,6,341,306,11,0.5454545454545454,35
Tarleton State,2023,8,366,270,11,0.7272727272727273,96
Taylor,2016,0,14,27,1,0.0,-13
Taylor,2017,0,21,27,1,0.0,-6
Taylor,2018,0,17,31,1,0.0,-14
Taylor,2019,1,17,14,1,1.0,3
Taylor,2021,0,24,77,1,0.0,-53
Taylor,2022,0,10,45,1,0.0,-35
Taylor,2023,0,33,93,2,0.0,-60
Temple,2015,10,417,281,14,0.7142857142857143,136
Temple,2016,10,453,258,14,0.7142857142857143,195
Temple,2017,7,326,335,13,0.5384615384615384,-9
Temple,2018,8,454,352,13,0.6153846153846154,102
Temple,2019,8,342,337,13,0.6153846153846154,5
Temple,2020,1,139,260,7,0.14285714285714285,-121
Temple,2021,3,196,450,12,0.25,-254
Temple,2022,3,263,351,12,0.25,-88
Temple,2023,3,253,428,12,0.25,-175
Tennessee,2015,9,457,260,13,0.6923076923076923,197
Tennessee,2016,9,473,375,13,0.6923076923076923,98
Tennessee,2017,4,238,349,12,0.3333333333333333,-111
Tennessee,2018,5,273,335,12,0.4166666666666667,-62
Tennessee,2019,8,314,282,13,0.6153846153846154,32
Tennessee,2020,3,215,301,10,0.3,-86
Tennessee,2021,7,511,378,13,0.5384615384615384,133
Tennessee,2022,11,599,296,13,0.8461538461538461,303
Tennessee,2023,9,413,264,13,0.6923076923076923,149
Tennessee State,2015,4,246,281,10,0.4,-35
Tennessee State,2016,7,355,331,11,0.6363636363636364,24
Tennessee State,2017,6,267,216,11,0.5454545454545454,51
Tennessee State,2018,4,264,289,9,0.4444444444444444,-25
Tennessee State,2019,3,314,415,12,0.25,-101
Tennessee State,2020,2,129,214,7,0.2857142857142857,-85
Tennessee State,2021,5,217,296,11,0.45454545454545453,-79
Tennessee State,2022,4,201,272,11,0.36363636363636365,-71
Tennessee State,2023,6,250,265,11,0.5454545454545454,-15
Tennessee Tech,2015,4,254,395,11,0.36363636363636365,-141
Tennessee Tech,2016,5,296,316,11,0.45454545454545453,-20
Tennessee Tech,2017,1,174,325,11,0.09090909090909091,-151
Tennessee Tech,2018,1,198,507,11,0.09090909090909091,-309
Tennessee Tech,2019,6,348,422,12,0.5,-74
Tennessee Tech,2020,2,140,186,7,0.2857142857142857,-46
Tennessee Tech,2021,3,202,350,11,0.2727272727272727,-148
Tennessee Tech,2022,4,266,356,11,0.36363636363636365,-90
Tennessee Tech,2023,4,182,278,11,0.36363636363636365,-96
Texas,2015,5,317,364,12,0.4166666666666667,-47
Texas,2016,5,383,378,12,0.4166666666666667,5
Texas,2017,7,383,276,13,0.5384615384615384,107
Texas,2018,10,435,362,14,0.7142857142857143,73
Texas,2019,8,458,357,13,0.6153846153846154,101
Texas,2020,7,427,285,10,0.7,142
Texas,2021,5,423,373,12,0.4166666666666667,50
Texas,2022,8,448,281,13,0.6153846153846154,167
Texas,2023,12,501,265,14,0.8571428571428571,236
Texas A&M,2015,8,361,286,13,0.6153846153846154,75
Texas A&M,2016,8,453,319,13,0.6153846153846154,134
Texas A&M,2017,7,425,399,13,0.5384615384615384,26
Texas A&M,2018,9,468,329,13,0.6923076923076923,139
Texas A&M,2019,8,384,293,13,0.6153846153846154,91
Texas A&M,2020,9,326,217,10,0.9,109
Texas A&M,2021,8,352,191,12,0.6666666666666666,161
Texas A&M,2022,5,273,254,12,0.4166666666666667,19
Texas A&M,2023,7,433,287,13,0.5384615384615384,146
Texas A&M-Kingsville,2015,0,16,18,1,0.0,-2
Texas A&M-Kingsville,2016,1,31,22,1,1.0,9
Texas A&M-Kingsville,2021,5,242,253,10,0.5,-11
Texas A&M-Kingsville,2022,7,338,228,11,0.6363636363636364,110
Texas A&M-Kingsville,2023,7,254,207,10,0.7,47
Texas College,2021,0,0,144,2,0.0,-144
Texas College,2023,0,2,166,2,0.0,-164
Texas Lutheran,2020,3,148,146,5,0.6,2
Texas Lutheran,2022,4,260,326,10,0.4,-66
Texas Lutheran,2023,2,256,294,10,0.2,-38
Texas Southern,2015,2,177,283,8,0.25,-106
Texas Southern,2016,4,256,304,11,0.36363636363636365,-48
Texas Southern,2017,2,182,322,11,0.18181818181818182,-140
Texas Southern,2018,1,185,349,10,0.1,-164
Texas Southern,2019,0,241,500,11,0.0,-259
Texas Southern,2020,1,44,71,3,0.3333333333333333,-27
Texas Southern,2021,2,290,397,10,0.2,-107
Texas Southern,2022,5,281,285,11,0.45454545454545453,-4
Texas Southern,2023,3,288,360,11,0.2727272727272727,-72
Texas State,2015,3,323,470,12,0.25,-147
Texas State,2016,2,223,493,12,0.16666666666666666,-270
Texas State,2017,2,207,403,12,0.16666666666666666,-196
Texas State,2018,3,237,331,12,0.25,-94
Texas State,2019,3,221,391,12,0.25,-170
Texas State,2020,2,332,458,12,0.16666666666666666,-126
Texas State,2021,4,277,396,12,0.3333333333333333,-119
Texas State,2022,4,253,316,12,0.3333333333333333,-63
Texas State,2023,8,477,427,13,0.6153846153846154,50
Texas Tech,2015,7,586,567,13,0.5384615384615384,19
Texas Tech,2016,5,524,522,12,0.4166666666666667,2
Texas Tech,2017,6,446,419,13,0.46153846153846156,27
Texas Tech,2018,5,448,373,12,0.4166666666666667,75
Texas Tech,2019,4,366,364,12,0.3333333333333333,2
Texas Tech,2020,4,291,367,10,0.4,-76
Texas Tech,2021,7,394,392,13,0.5384615384615384,2
Texas Tech,2022,8,445,379,13,0.6153846153846154,66
Texas Tech,2023,7,356,338,13,0.5384615384615384,18
Texas Wesleyan,2019,0,13,58,1,0.0,-45
Texas Wesleyan,2021,0,3,63,1,0.0,-60
The Citadel,2015,9,400,283,13,0.6923076923076923,117
The Citadel,2016,10,317,246,12,0.8333333333333334,71
The Citadel,2017,5,237,290,11,0.45454545454545453,-53
The Citadel,2018,5,328,333,11,0.45454545454545453,-5
The Citadel,2019,6,346,338,12,0.5,8
The Citadel,2020,2,194,360,12,0.16666666666666666,-166
The Citadel,2021,4,271,378,11,0.36363636363636365,-107
The Citadel,2022,4,206,276,11,0.36363636363636365,-70
The Citadel,2023,0,110,384,11,0.0,-274
Thiel,2022,1,101,397,10,0.1,-296
Thiel,2023,3,122,311,10,0.3,-189
Thomas More College,2022,0,14,34,1,0.0,-20
Thomas More College,2023,5,270,264,11,0.45454545454545453,6
Tiffin,2020,5,124,45,5,1.0,79
Tiffin,2021,8,357,224,11,0.7272727272727273,133
Tiffin,2022,6,365,156,10,0.6,209
Tiffin,2023,11,524,195,12,0.9166666666666666,329
Toledo,2015,10,420,249,12,0.8333333333333334,171
Toledo,2016,9,494,334,13,0.6923076923076923,160
Toledo,2017,11,509,367,14,0.7857142857142857,142
Toledo,2018,7,525,397,13,0.5384615384615384,128
Toledo,2019,6,327,386,12,0.5,-59
Toledo,2020,4,210,146,6,0.6666666666666666,64
Toledo,2021,7,434,283,13,0.5384615384615384,151
Toledo,2022,9,438,351,14,0.6428571428571429,87
Toledo,2023,11,452,284,14,0.7857142857142857,168
Towson,2015,7,260,236,11,0.6363636363636364,24
Towson,2016,4,243,304,11,0.36363636363636365,-61
Towson,2017,5,192,263,11,0.45454545454545453,-71
Towson,2018,7,414,346,12,0.5833333333333334,68
Towson,2019,7,363,282,12,0.5833333333333334,81
Towson,2021,4,215,315,11,0.36363636363636365,-100
Towson,2022,6,235,306,11,0.5454545454545454,-71
Towson,2023,5,264,356,11,0.45454545454545453,-92
Trine University,2020,2,85,71,3,0.6666666666666666,14
Trine University,2022,7,303,209,10,0.7,94
Trine University,2023,6,358,304,10,0.6,54
Trinity (CT),2022,9,301,98,9,1.0,203
Trinity (CT),2023,8,399,115,9,0.8888888888888888,284
Trinity International (IL),2016,0,24,49,1,0.0,-25
Trinity International (IL),2017,0,10,44,1,0.0,-34
Trinity International (IL),2022,0,14,53,1,0.0,-39
Trinity University TX,2020,3,113,59,4,0.75,54
Trinity University TX,2022,11,404,137,12,0.9166666666666666,267
Trinity University TX,2023,10,512,204,12,0.8333333333333334,308
Troy,2015,4,335,339,12,0.3333333333333333,-4
Troy,2016,10,438,287,13,0.7692307692307693,151
Troy,2017,11,410,240,13,0.8461538461538461,170
Troy,2018,10,399,286,13,0.7692307692307693,113
Troy,2019,5,406,417,12,0.4166666666666667,-11
Troy,2020,5,301,283,11,0.45454545454545453,18
Troy,2021,5,274,313,12,0.4166666666666667,-39
Troy,2022,12,358,240,14,0.8571428571428571,118
Troy,2023,11,415,240,14,0.7857142857142857,175
Truman State,2018,1,34,20,1,1.0,14
Truman State,2019,2,48,14,2,1.0,34
Truman State,2020,3,118,62,3,1.0,56
Truman State,2021,8,369,215,11,0.7272727272727273,154
Truman State,2022,8,313,178,10,0.8,135
Truman State,2023,9,302,188,11,0.8181818181818182,114
Tufts,2022,6,312,174,9,0.6666666666666666,138
Tufts,2023,6,280,163,9,0.6666666666666666,117
Tulane,2015,3,236,435,12,0.25,-199
Tulane,2016,4,289,332,12,0.3333333333333333,-43
Tulane,2017,5,330,350,12,0.4166666666666667,-20
Tulane,2018,7,349,358,13,0.5384615384615384,-9
Tulane,2019,7,430,342,13,0.5384615384615384,88
Tulane,2020,6,416,337,12,0.5,79
Tulane,2021,2,331,408,12,0.16666666666666666,-77
Tulane,2022,12,504,311,14,0.8571428571428571,193
Tulane,2023,11,369,287,14,0.7857142857142857,82
Tulsa,2015,6,483,518,13,0.46153846153846156,-35
Tulsa,2016,10,552,388,13,0.7692307692307693,164
Tulsa,2017,2,352,450,12,0.16666666666666666,-98
Tulsa,2018,3,289,355,12,0.25,-66
Tulsa,2019,4,317,376,12,0.3333333333333333,-59
Tulsa,2020,6,244,194,9,0.6666666666666666,50
Tulsa,2021,7,343,346,13,0.5384615384615384,-3
Tulsa,2022,5,367,397,12,0.4166666666666667,-30
Tulsa,2023,4,281,406,12,0.3333333333333333,-125
Tuskegee,2016,1,20,17,1,1.0,3
Tuskegee,2017,2,47,13,2,1.0,34
Tuskegee,2019,0,31,38,1,0.0,-7
Tuskegee,2021,3,214,303,11,0.2727272727272727,-89
Tuskegee,2022,8,299,310,11,0.7272727272727273,-11
Tuskegee,2023,7,257,304,11,0.6363636363636364,-47
UAB,2017,8,361,333,13,0.6153846153846154,28
UAB,2018,11,418,238,14,0.7857142857142857,180
UAB,2019,9,324,302,14,0.6428571428571429,22
UAB,2020,6,256,193,9,0.6666666666666666,63
UAB,2021,9,384,302,13,0.6923076923076923,82
UAB,2022,7,391,301,13,0.5384615384615384,90
UAB,2023,4,359,443,12,0.3333333333333333,-84
UAlbany,2015,3,165,315,11,0.2727272727272727,-150
UAlbany,2016,7,274,207,11,0.6363636363636364,67
UAlbany,2017,4,191,195,11,0.36363636363636365,-4
UAlbany,2018,3,232,337,11,0.2727272727272727,-105
UAlbany,2019,9,439,357,14,0.6428571428571429,82
UAlbany,2020,1,75,96,4,0.25,-21
UAlbany,2021,2,208,288,11,0.18181818181818182,-80
UAlbany,2022,3,326,375,11,0.2727272727272727,-49
UAlbany,2023,11,426,297,15,0.7333333333333333,129
UC Davis,2015,2,245,376,11,0.18181818181818182,-131
UC Davis,2016,3,310,408,11,0.2727272727272727,-98
UC Davis,2017,5,370,354,11,0.45454545454545453,16
UC Davis,2018,10,516,356,13,0.7692307692307693,160
UC Davis,2019,5,344,352,12,0.4166666666666667,-8
UC Davis,2020,3,166,118,5,0.6,48
UC Davis,2021,8,340,273,12,0.6666666666666666,67
UC Davis,2022,6,395,239,11,0.5454545454545454,156
UC Davis,2023,7,283,269,11,0.6363636363636364,14
UCF,2015,0,167,452,12,0.0,-285
UCF,2016,6,374,320,13,0.46153846153846156,54
UCF,2017,13,627,329,13,1.0,298
UCF,2018,12,562,295,13,0.9230769230769231,267
UCF,2019,10,564,299,13,0.7692307692307693,265
UCF,2020,6,422,332,10,0.6,90
UCF,2021,9,415,319,13,0.6923076923076923,96
UCF,2022,9,460,331,14,0.6428571428571429,129
UCF,2023,6,407,335,13,0.46153846153846156,72
UCLA,2015,8,419,338,13,0.6153846153846154,81
UCLA,2016,4,299,330,12,0.3333333333333333,-31
UCLA,2017,6,422,476,13,0.46153846153846156,-54
UCLA,2018,3,288,409,12,0.25,-121
UCLA,2019,4,320,417,12,0.3333333333333333,-97
UCLA,2020,3,248,215,7,0.42857142857142855,33
UCLA,2021,8,438,321,12,0.6666666666666666,117
UCLA,2022,9,510,377,13,0.6923076923076923,133
UCLA,2023,8,344,239,13,0.6153846153846154,105
UConn,2015,6,223,253,13,0.46153846153846156,-30
UConn,2016,3,178,337,12,0.25,-159
UConn,2017,3,283,455,12,0.25,-172
UConn,2018,1,266,605,12,0.08333333333333333,-339
UConn,2019,2,227,486,12,0.16666666666666666,-259
UConn,2021,1,187,462,12,0.08333333333333333,-275
UConn,2022,6,252,341,13,0.46153846153846156,-89
UConn,2023,3,229,358,12,0.25,-129
UFTL,2021,0,18,226,4,0.0,-208
UFTL,2022,0,8,120,3,0.0,-112
UFTL,2023,0,0,49,1,0.0,-49
UL Monroe,2015,2,273,475,13,0.15384615384615385,-202
UL Monroe,2016,4,280,469,12,0.3333333333333333,-189
UL Monroe,2017,4,407,492,12,0.3333333333333333,-85
UL Monroe,2018,6,319,381,12,0.5,-62
UL Monroe,2019,5,379,464,12,0.4166666666666667,-85
UL Monroe,2020,0,163,420,10,0.0,-257
UL Monroe,2021,4,251,402,12,0.3333333333333333,-151
UL Monroe,2022,4,268,413,12,0.3333333333333333,-145
UL Monroe,2023,2,208,419,12,0.16666666666666666,-211
UMass Dartmouth,2022,9,443,251,11,0.8181818181818182,192
UMass Dartmouth,2023,9,367,130,10,0.9,237
UNC Pembroke,2020,2,130,110,4,0.5,20
UNC Pembroke,2021,5,240,282,10,0.5,-42
UNC Pembroke,2022,5,276,318,11,0.45454545454545453,-42
UNC Pembroke,2023,7,404,189,11,0.6363636363636364,215
UNLV,2015,3,343,404,12,0.25,-61
UNLV,2016,4,379,441,12,0.3333333333333333,-62
UNLV,2017,5,346,381,12,0.4166666666666667,-35
UNLV,2018,4,345,447,12,0.3333333333333333,-102
UNLV,2019,4,290,396,12,0.3333333333333333,-106
UNLV,2020,0,104,228,6,0.0,-124
UNLV,2021,2,249,394,12,0.16666666666666666,-145
UNLV,2022,5,316,342,12,0.4166666666666667,-26
UNLV,2023,9,482,400,14,0.6428571428571429,82
USC,2015,8,475,360,14,0.5714285714285714,115
USC,2016,10,447,315,13,0.7692307692307693,132
USC,2017,11,456,366,14,0.7857142857142857,90
USC,2018,5,313,324,12,0.4166666666666667,-11
USC,2019,8,422,382,13,0.6153846153846154,40
USC,2020,5,200,156,6,0.8333333333333334,44
USC,2021,4,344,381,12,0.3333333333333333,-37
USC,2022,11,579,409,14,0.7857142857142857,170
USC,2023,8,544,447,13,0.6153846153846154,97
UT Martin,2015,7,390,370,11,0.6363636363636364,20
UT Martin,2016,7,387,288,12,0.5833333333333334,99
UT Martin,2017,6,216,157,11,0.5454545454545454,59
UT Martin,2018,2,318,378,11,0.18181818181818182,-60
UT Martin,2019,7,307,299,12,0.5833333333333334,8
UT Martin,2020,3,175,154,7,0.42857142857142855,21
UT Martin,2021,10,390,325,13,0.7692307692307693,65
UT Martin,2022,7,382,331,11,0.6363636363636364,51
UT Martin,2023,8,349,264,11,0.7272727272727273,85
UT Permian Basin,2021,5,287,261,10,0.5,26
UT Permian Basin,2022,5,265,303,11,0.45454545454545453,-38
UT Permian Basin,2023,10,509,207,12,0.8333333333333334,302
UTEP,2015,5,248,395,12,0.4166666666666667,-147
UTEP,2016,4,316,419,12,0.3333333333333333,-103
UTEP,2017,0,141,441,12,0.0,-300
UTEP,2018,1,212,393,12,0.08333333333333333,-181
UTEP,2019,1,235,431,12,0.08333333333333333,-196
UTEP,2020,3,184,248,8,0.375,-64
UTEP,2021,7,326,328,13,0.5384615384615384,-2
UTEP,2022,5,293,324,12,0.4166666666666667,-31
UTEP,2023,3,239,342,12,0.25,-103
UTSA,2015,3,271,405,12,0.25,-134
UTSA,2016,6,379,363,13,0.46153846153846156,16
UTSA,2017,6,259,187,11,0.5454545454545454,72
UTSA,2018,3,170,374,12,0.25,-204
UTSA,2019,4,244,407,12,0.3333333333333333,-163
UTSA,2020,7,339,308,12,0.5833333333333334,31
UTSA,2021,12,516,345,14,0.8571428571428571,171
UTSA,2022,11,515,363,14,0.7857142857142857,152
UTSA,2023,9,415,313,13,0.6923076923076923,102
UVA Wise,2019,0,14,31,1,0.0,-17
UVA Wise,2020,1,101,98,3,0.3333333333333333,3
UVA Wise,2021,5,283,313,11,0.45454545454545453,-30
UVA Wise,2022,2,197,327,11,0.18181818181818182,-130
UVA Wise,2023,2,182,386,11,0.18181818181818182,-204
Union (NY),2022,6,341,162,10,0.6,179
Union (NY),2023,10,393,137,12,0.8333333333333334,256
Union College,2019,0,7,44,1,0.0,-37
Union College,2023,0,0,48,1,0.0,-48
University Of Charleston (WV),2019,1,19,13,1,1.0,6
University Of Charleston (WV),2020,3,126,34,3,1.0,92
University Of Charleston (WV),2021,8,361,143,10,0.8,218
University Of Charleston (WV),2022,6,439,359,11,0.5454545454545454,80
University Of Charleston (WV),2023,10,528,287,13,0.7692307692307693,241
University of Mary,2021,4,382,400,11,0.36363636363636365,-18
University of Mary,2022,2,254,357,11,0.18181818181818182,-103
University of Mary,2023,2,185,386,11,0.18181818181818182,-201
University of Mount Union,2015,1,49,35,1,1.0,14
University of Mount Union,2017,1,12,0,1,1.0,12
University of Mount Union,2018,0,16,24,1,0.0,-8
University of Mount Union,2020,3,123,45,3,1.0,78
University of Mount Union,2022,14,653,151,15,0.9333333333333333,502
University of Mount Union,2023,11,585,99,12,0.9166666666666666,486
University of Rochester (NY),2022,3,150,278,10,0.3,-128
University of Rochester (NY),2023,5,238,234,10,0.5,4
Upper Iowa University,2021,1,193,393,11,0.09090909090909091,-200
Upper Iowa University,2022,1,150,422,11,0.09090909090909091,-272
